nG,nO,N,t
4517.828739200024,79343197.18024303,8.148553317357523,15.791583166332664
4615.186267989418,83069204.79372203,8.061610868025031,15.831663326653306
4714.625596462817,86968752.03857383,7.970619112051937,15.871743486973948
4816.200828712628,91049853.64315967,7.875391037847382,15.911823647294588
4919.947544516049,95320891.30010712,7.775731071753194,15.95190380761523
5025.911798732519,99790493.0026711,7.671437892852145,15.991983967935871
5134.151212289237,104467087.01520294,7.562314840298214,16.03206412825651
5244.700048668567,109360437.72963823,7.448134077480088,16.072144288577153
5357.607111950045,114480005.15583086,7.328674869695747,16.112224448897795
5472.922227443028,119836105.37347156,7.203696507256483,16.152304609218437
5590.6962628399715,125438827.83327942,7.072963568458603,16.19238476953908
5710.981149803301,131299159.3161537,6.936219693869385,16.23246492985972
5833.813850820395,137428738.85488546,6.79319330519458,16.27254509018036
5959.259756560416,143839127.95874417,6.643614632358783,16.312625250501
6087.3738380701925,150542316.14685726,6.4872039186330275,16.352705410821642
6218.195096331774,157550731.72519052,6.323671169301423,16.392785571142284
6351.775338565041,164877252.45931464,6.152715901958483,16.432865731462925
6488.171604267433,172534741.2569154,5.9740379807606185,16.472945891783567
6627.442087529243,180537188.52362397,5.7873109615519045,16.51302605210421
6769.646159884541,188898065.46671033,5.592220514777372,16.55310621242485
6914.820605836924,197631458.060323,5.388437966848583,16.59318637274549
7063.015973332127,206751554.10812473,5.1756322678339535,16.63326653306613
7214.293089382795,216271384.5594696,4.953499360829258,16.673346693386772
7368.693682768564,226205273.31937173,4.721705020410495,16.713426853707414
7526.2485940077,236566151.50098953,4.479947519884354,16.753507014028056
7687.008335568399,247366526.55351087,4.227935017591161,16.793587174348698
7851.007423128536,258617282.58529663,3.9654135501971286,16.83366733466934
8018.273655559304,270326548.4400627,3.6921934440335784,16.873747494989978
8188.827431079966,282500264.5538138,3.408136088451107,16.91382765531062
8362.634996672024,295140155.4565538,3.113201245203863,16.95390781563126
8539.673321869881,308239536.159851,2.807544897892627,16.993987975951903
